release_date,poster_path,popularity,vote_count,vote_average,budget,revenue,runtime,status,adult,backdrop_path,genre_names,collection,collection_name
2022-07-27,/pHkKbIRoCe7zIFvqan9LFSaQAde.jpg,5088.584,902,6.9,0,9572765,99,Released,FALSE,/5GA3vV1aWWHTSDO5eno8V5zDo8r.jpg,"Horror, Thriller",760193,Orphan Collection
2022-08-11,/xIGr7UHsKf0URWmyyd5qFMAq4d8.jpg,2172.338,584,7.1,0,56000000,93,Released,FALSE,/2k9tBql5GYH328Krj66tDT9LtFZ.jpg,"Adventure, Drama, Horror",NA,NA
2022-09-23,/hiaeZKzwsk4y4atFhmncO5KRxeT.jpg,1863.628,114,6.8,17000000,45000000,115,Released,FALSE,/mVNPfpydornVe4H4UCIk7WevWjf.jpg,"Horror, Mystery, Thriller",NA,NA
2022-06-22,/lr11mCT85T1JanlgjMuhs9nMht4.jpg,1071.398,2736,7.9,18800000,161000000,103,Released,FALSE,/AfvIjhDu9p64jKcmohS4hsPG95Q.jpg,"Horror, Thriller",NA,NA
2022-09-07,/dgDT3uol3mdvwEg0jt1ble3l9hw.jpg,1020.995,83,7,0,0,0,Released,FALSE,/ojfzhdwRemcDt1I6pao6vVLw9AA.jpg,Horror,NA,NA
2022-08-18,/wHowKf77gNZbVo9yu5ggiNBFCdJ.jpg,939.712,1,1,0,0,0,Released,FALSE,NA,"Horror, Thriller",NA,NA
2022-09-15,/aGBuiirBIQ7o64FmJxO53eYDuro.jpg,821.605,125,5.8,20000000,2892594,88,Released,FALSE,/tIX6j3NzadlwGcJ52nuWdmtOQkg.jpg,"Horror, Mystery, Thriller",94899,Jeepers Creepers Collection
2022-07-20,/AcKVlWaNVVVFQwro3nLXqPljcYA.jpg,733.112,1684,7,68000000,170800000,130,Released,FALSE,/xVbppM1xgbskOKgOuV8fbWBWHtt.jpg,"Horror, Mystery, Science Fiction, Thriller",NA,NA
2022-04-01,/etc6HKBEhNySNnYU2nRgbSeIyoW.jpg,574.832,73,6.5,0,0,90,Released,FALSE,/pkLegAR3G5T63B2Xz2ijbD1BAm8.jpg,"Action, Adventure, Crime, Drama, Horror, Mystery, Thriller, War",NA,NA
2022-03-17,/woTQx9Q4b8aO13jR9dsj8C9JESy.jpg,543.67,1035,6.8,10000000,14257609,106,Released,FALSE,/21ldFAokKVjwzi1SHXoPb5gc7md.jpg,"Horror, Mystery, Thriller",950289,X Collection
2022-03-11,/hangTmbxpSV4gpHG7MgSlCWSSFa.jpg,537.252,637,7.3,1500000,0,98,Released,FALSE,/b1L7qevxiVpkVFq4dmdQPGFPWH0.jpg,Horror,NA,NA
2022-02-24,/3Ib8vlWTrAKRrTWUrTrZPOMW4jp.jpg,527.579,157,6.4,0,0,89,Released,FALSE,/xHRabofjmMGoIV3mb6xgy4nwOcS.jpg,Horror,916357,Jack in the Box Collection
2022-05-20,/w8dSAuMHUgx0lYSB6wAAURStcGM.jpg,525.876,39,6.1,0,0,97,Released,FALSE,/t6Fs0EOFIxzEGHZLHxJ3v7K4JRB.jpg,"Horror, Music, Thriller",NA,NA
2022-03-25,/rtfGeS5WMXA6PtikIYUmYTSbVdg.jpg,513.757,257,6.6,0,0,94,Released,FALSE,/qViFGWCHaSmW4gP00RGh3xjMjsP.jpg,"Horror, Mystery",NA,NA
2022-09-29,/yIXICkqthsqbNtvtEd6rpIt3cT4.jpg,501.921,43,6.1,0,0,96,Released,FALSE,/gX6VtQ7X6GRvcJQJhFZO9ZJ00q7.jpg,"Comedy, Horror",NA,NA
2022-08-10,/bI7lGR5HuYlENlp11brKUAaPHuO.jpg,449.683,1129,6.9,0,0,113,Released,FALSE,/5L6RPHHUFlsliTqKRmUxFnIkXpR.jpg,"Action, Comedy, Fantasy, Horror",NA,NA
2022-04-01,/xXE9IDEFiye0zNzmnT0eUDbGyVI.jpg,412.34,50,6.9,0,0,93,Released,FALSE,/cetU6lsj5bFCCFTWezGISmYwDAG.jpg,"Fantasy, Horror, Mystery, Thriller",NA,NA
2022-03-24,/b5ug4LyLQFeR6azAJyIPBQz5ur9.jpg,399.436,224,7.2,0,304106,90,Released,FALSE,/ufagam4FwlIcgPqJlr21EshNkNd.jpg,"Horror, Thriller",NA,NA
2022-01-28,/ri3KIjGp3Ek6iKUsTzMigmxTvdw.jpg,381.305,272,5.9,0,0,100,Released,FALSE,/cmRgcH2sOl5dZrOB1tAbZZn5e9b.jpg,"Drama, Horror",NA,NA
2002-06-21,/gZPrXBXYf2s4VztHdQpd0441jF6.jpg,378.39,220,5.2,250000,144008,101,Released,FALSE,/22KKqRN37JMGcY4hqPHXLnvCMFm.jpg,"Drama, Horror",NA,NA
2022-04-15,/EX0ITg5YqDgFHjujpTNhEPaJSL.jpg,372.136,98,6,0,0,91,Released,FALSE,/5DCIRgOrCTayoCGggVn1kyqs1Vh.jpg,"Horror, Thriller",NA,NA
2021-02-11,/bDJFx39hKbvMlEXZMcVAc00YeaB.jpg,358.179,7,6.1,0,0,99,Released,FALSE,/5wDyK62lGdgRh7rofKynqCbTuTA.jpg,Horror,NA,NA
2021-10-14,/qmJGd5IfURq8iPQ9KF3les47vFS.jpg,315.027,1941,6.7,20000000,131647155,105,Released,FALSE,/5P0PtxIneLNMq7m0crF1R9Sjzpv.jpg,"Horror, Thriller",91361,Halloween Collection
2022-03-18,/6zltP23zLGPogsHZUazSrrwNuKs.jpg,313.282,339,6.9,0,5700000,111,Released,FALSE,/vqEX1uF3Spl12rOACQ3gJ6j4MSR.jpg,Horror,NA,NA
2022-04-22,/luMC56bwZqaECYRz6X7sXjqN6nd.jpg,302.239,133,6.1,0,0,100,Released,FALSE,/egS5SHI4Ppwmb65lUjqsy79ASnN.jpg,Horror,NA,NA
2022-02-18,/e8vYPpkUJpf5Ils99kxF0Ev73ay.jpg,293.443,958,5.3,20000000,0,83,Released,FALSE,/aTSA5zMWlVFTYBIZxTCMbLkfOtb.jpg,"Horror, Thriller",111751,Texas Chainsaw Massacre Collection
2022-01-12,/1m3W6cpgwuIyjtg5nSnPx7yFkXW.jpg,291.196,1732,6.7,24000000,140000000,114,Released,FALSE,/ifUfE79O1raUwbaQRIB7XnFz5ZC.jpg,"Horror, Mystery, Thriller",2602,Scream Collection
2020-10-08,/avokvOwhjVR9GgISsSSgb2A343G.jpg,276.369,201,6.3,0,0,101,Released,FALSE,/h6XfgbzQEV4sitsIVY63pawLI0s.jpg,"Comedy, Horror, War",NA,NA
2022-10-12,/3aEJDJ9O8lsRMM9Xaxxm5kNyt0N.jpg,270.269,2,10,20000000,0,111,Released,FALSE,/1UlTowc5vfrgXUVT6OnlU0TOiij.jpg,"Horror, Mystery, Thriller",91361,Halloween Collection
2009-08-28,/5Hk4ubepZZNwlNEbyYt2ejzCvr5.jpg,266.502,16,3.9,0,0,119,Released,FALSE,/9t60OgpIzoyLiL4nmQXb0ZNmbQA.jpg,"Horror, Thriller",NA,NA
2009-07-24,/lCGpOgoTOGLtZnBiGY9HRg5Xnjd.jpg,265.858,4403,7,20000000,77912251,123,Released,FALSE,/blJVWug8FJggb9gs6NuooyOWBTP.jpg,"Horror, Mystery, Thriller",760193,Orphan Collection
2022-01-07,/qk1ZERG6yhwAJqTobmDgw8jRL2C.jpg,254.809,110,6.1,0,0,92,Released,FALSE,/tzNx4y7kYf1Xw3F3T6QxrE7PPwb.jpg,"Crime, Drama, Horror, Mystery, Thriller",NA,NA
2022-09-27,/wiWPu2Csgu7mf2XnU6WLcND487q.jpg,253.614,34,6.2,0,0,0,Released,FALSE,/mYOooABOzWRaFMRWDhUAXiKuTaO.jpg,"Comedy, Horror, Thriller, TV Movie",430186,Bring It On Collection
2022-02-25,/5cnLoWq9o5tuLe1Zq4BTX4LwZ2B.jpg,252.675,750,7,0,0,96,Released,FALSE,/2il2HT8v6NAN7oinOCuHKpEhgnB.jpg,"Horror, Mystery, Thriller",NA,NA
2022-07-24,/85TJ4udfUOwFIlvQL6EMFvvbvN5.jpg,249.32,105,5.3,0,0,101,Released,FALSE,/5spmzlcl3GmtMwQfptTVgMwdM3.jpg,"Horror, Thriller",NA,NA
2022-01-28,/i0z8g2VRZP3dhVvvSMilbOZMKqR.jpg,248.496,191,4.7,0,0,89,Released,FALSE,/eVSa4TpyXbOdk9fXSD6OcORJGtv.jpg,"Horror, Thriller",NA,NA
2017-09-26,/pK7ge28ubs45av9aGEbVWW7ZbA8.jpg,246.189,692,4.9,6200000,3600000,100,Released,FALSE,/l49X7KxytkRCdXrpAu92QqxVrN5.jpg,"Horror, Mystery, Thriller",94899,Jeepers Creepers Collection
2021-05-25,/xbSuFiJbbBWCkyCCKIMfuDCA4yV.jpg,246.13,4689,7.6,39000000,201000000,111,Released,FALSE,/qi6Edc1OPcyENecGtz8TF0DUr9e.jpg,"Horror, Mystery, Thriller",313086,The Conjuring Collection
2021-11-24,/7uRbWOXxpWDMtnsd2PF3clu65jc.jpg,245.332,1831,6.1,40000000,38600612,107,Released,FALSE,/o76ZDm8PS9791XiuieNB93UZcRV.jpg,"Action, Horror, Science Fiction",NA,NA
2022-05-13,/bVUgMgVozyFScDM3quP412kXrT.jpg,242.754,163,6,0,0,87,Released,FALSE,/dvHKdXijoN1OEzGcPhd0eRvkfMd.jpg,"Action, Adventure, Horror, Thriller",NA,NA
2021-10-01,/ld7YB9vBRp1GM1DT3KmFWSmtBPB.jpg,241.156,953,7.1,0,119815153,93,Released,FALSE,/9e6wp707XMouPG939o2fHunXXJR.jpg,"Adventure, Animation, Comedy, Family, Fantasy, Horror",750822,The Addams Family (Animated) Collection
2019-09-04,/zfE0R94v1E8cuKAerbskfD3VfUt.jpg,230.451,7221,6.9,79000000,473122525,170,Released,FALSE,/8moTOzunF7p40oR5XhlDvJckOSW.jpg,"Fantasy, Horror",477962,It Collection
2022-07-15,/cbN1YWgBmwqGzqF6ZTsM96dub4r.jpg,229.223,24,5.6,0,40958,95,Released,FALSE,/ceSQcIWWKSwubn4ny8BlWtE5q7u.jpg,"Drama, Horror, Thriller",NA,NA
2022-02-24,/zD2XyaV6eGEEgEzVnjg0hQVR5yz.jpg,227.919,106,6.3,0,3000776,106,Released,FALSE,/ppNyhrKHCeEgASliV4QN03bp6QR.jpg,"Comedy, Horror, Music",NA,NA
2021-12-02,/yM8a1dDRsJUhq1xKxq1UNdWXpod.jpg,226,3,5.7,0,0,85,Released,FALSE,/eHRtXoPDAUUX7LWXvQfFAK2nFkG.jpg,Horror,NA,NA
2022-06-03,/6bYCDIYqT3GpE6ICnMP6HvUlJMT.jpg,220.766,25,6.4,0,0,90,Released,FALSE,/9hhRzLzP1enjENXiGJocAHyWFmS.jpg,Horror,NA,NA
2022-01-21,/9HFFwZOTBB7IPFmn9E0MXdWave3.jpg,215.537,60,5.1,0,0,93,Released,FALSE,/mTupUmnuwwAyA0CNqpwaZn5mqjk.jpg,"Action, Fantasy, Horror, Thriller, War",NA,NA
2021-03-31,/bShgiEQoPnWdw4LBrYT5u18JF34.jpg,207.113,1737,6.7,10000000,30833138,99,Released,FALSE,/jw6ASGRT2gi8EjCImpGtbiJ9NQ9.jpg,"Horror, Mystery",NA,NA
2022-09-16,/oHhD5jD4S5ElPNNFCDKXJAzMZ5h.jpg,198.775,159,6.2,0,0,91,Released,FALSE,/aCaqCvYn48b3lfGKGnUdVAE1yeB.jpg,"Drama, Horror, Thriller",NA,NA
2022-04-21,/qDNZWDJGU2LTPpPpVGPQMxKv8xl.jpg,198.632,155,7.2,0,0,90,Released,FALSE,/i0zbSmiyyylh7H3Qb4jgscz46Pm.jpg,Horror,NA,NA
2021-06-30,/lB068qa6bQ0QKYKyC2xnYGvYjl7.jpg,198.269,1904,7.2,18000000,76994245,103,Released,FALSE,/ciKBP3tgzUxp7sHFNZxofBXUS8k.jpg,"Action, Horror, Thriller",256322,The Purge Collection
2021-08-12,/r7HEBkkRN93d3eFBZgPJfRaob5p.jpg,196.003,1847,7.3,10000000,45000000,98,Released,FALSE,/zHeJ1H3PiOFxmWgEBsp2jA3qetK.jpg,"Horror, Thriller",748919,Don't Breathe Collection
2001-07-01,/g410Y1U1ELbmJG14Zru3UAimm1G.jpg,195.983,2395,6.4,10000000,59217789,90,Released,FALSE,/kzXww7ArcNNuyIC3m9q6cXLk6Mj.jpg,"Horror, Thriller",94899,Jeepers Creepers Collection
2020-10-25,/b1C0FuXp4wiPmHLVKq4kwtDMgK6.jpg,192.006,2331,6.4,0,26900000,106,Released,FALSE,/8rIoyM6zYXJNjzGseT3MRusMPWl.jpg,"Adventure, Comedy, Family, Fantasy, Horror",NA,NA
2021-06-28,/eJ0q6GIac00TvanshEDREQ79mpz.jpg,187.478,107,6.2,0,0,85,Released,FALSE,/bNnNlUjf16ahEw0uv39NUeQ35YR.jpg,Horror,NA,NA
2022-06-07,/jLtP8TLycVzLUlkkhp8PipXfUh6.jpg,185.965,49,6.8,0,0,85,Released,FALSE,/zSDyqp2mhV45ZjI1EUBMfzupKKt.jpg,"Action, Horror",NA,NA
2013-07-18,/wVYREutTvI2tmxr6ujrHT704wGF.jpg,173.527,9735,7.5,13000000,319494638,112,Released,FALSE,/aQCCpAIdWAp6wyFgjMry4okwrZo.jpg,"Horror, Thriller",313086,The Conjuring Collection
2003-08-08,/u2ghDfjcs3y5c8ata3COc4pWiAN.jpg,169.063,1287,6.1,17000000,63102666,104,Released,FALSE,/pPZUYQx5PuH4xkXkFizirTd0ey1.jpg,Horror,94899,Jeepers Creepers Collection
2022-08-24,/jcTq6gIskCsHlKDvCKKouEfiU66.jpg,168.001,176,6.3,10000000,30000000,105,Released,FALSE,/yo0qfH2dQGGMxkfivdkz5zxVatD.jpg,"Horror, Thriller",NA,NA
2022-05-09,/q1ngkvPCnOYKeyNZjg8QqvaSnuZ.jpg,167.344,60,6.6,0,0,81,Released,FALSE,/qhRQLTYnGWvI4nYE05DaDjgvCna.jpg,"Horror, Science Fiction, Thriller",NA,NA
2021-06-11,/4IKBzVBPLXu9p5cfEfdJjHdlafV.jpg,164.687,66,6.6,0,0,91,Released,FALSE,/5UANdP8xXHyVOGknfJlzQ7muLj3.jpg,Horror,NA,NA
2022-08-13,/gYmB6qXGh0dECa3g5MqsUMwLcXZ.jpg,163.646,2,2,0,0,105,Released,FALSE,NA,"Documentary, Horror",NA,NA
2022-01-21,/kvhrltQIRp1u84ao9uj52YPaWNY.jpg,163.448,28,4.9,0,0,91,Released,FALSE,/q2KFBGyUSzHDhNqXEYv2LqTWVSz.jpg,Horror,NA,NA
2022-02-05,/wGE4ImqYjJZQi3xFu4I2OLm8m0w.jpg,161.874,52,5.5,0,0,80,Released,FALSE,/mzfxTIA4vsPwdXC5zUZbDOSwTr3.jpg,"Horror, Thriller",NA,NA
2018-10-18,/f7JAX5EGk4GgsEnus6OxyzwpFp7.jpg,158.374,3974,6.5,10000000,253688035,106,Released,FALSE,/crn09DUYgmFUPbOroxt1tQSoi0r.jpg,"Horror, Thriller",91361,Halloween Collection
2021-05-21,/4q2hz2m8hubgvijz8Ez0T2Os2Yv.jpg,153.956,4721,7.6,61000000,297372261,97,Released,FALSE,/rBWF1zHdU2abEfmhAoLMr3PUJC5.jpg,"Horror, Science Fiction, Thriller",521226,A Quiet Place Collection
2021-10-29,/bXAVveHiLotZbWdg3PKGhAzxYKP.jpg,149.767,426,6.4,0,0,98,Released,FALSE,/39EQTf94Lckdo8yzS1CdWQSgmen.jpg,"Horror, Mystery, Thriller",41437,Paranormal Activity Collection
2021-07-21,/vclShucpUmPhdAOmKgf3B3Z4POD.jpg,148.823,3080,6.5,18000000,90112510,108,Released,FALSE,/iTgM25ftE7YtFgZwUZupVp8A61S.jpg,"Horror, Mystery, Thriller",NA,NA
2020-07-09,/pmAv14TPE2vKMIRrVeCd1Ll7K94.jpg,147.567,351,5.1,0,0,98,Released,FALSE,/fRrpOILyXuWaWLmqF7kXeMVwITQ.jpg,"Adventure, Horror, Mystery, Thriller",730166,Black Water Collection
2021-02-11,/2AbGdSGlU6CpiV3lswHUgE5CdAA.jpg,146.99,120,6.8,0,532054,92,Released,FALSE,/o2OSpKzXuB1edCDyVC2MXAxXwyJ.jpg,"Fantasy, Horror, Mystery, Romance, Thriller",NA,NA
2022-01-14,/iZjMFSKCrleKolC1gYcz5Rs8bk1.jpg,145.57,740,7,0,0,97,Released,FALSE,/hk4PwhKhT7q7jp1lvA8aiYqDluy.jpg,"Animation, Comedy, Drama, Fantasy, Horror",NA,NA
2013-01-14,/iB8rf8FYHGlrbmLybCo6Mpg8hNt.jpg,142.934,129,5.5,0,0,87,Released,FALSE,/uEWCi9fc89m9qS5SNshlvxkSsLJ.jpg,"Horror, Thriller",NA,NA
2011-07-30,/4WT7zYFpe0fsbg6TitppiHddWAh.jpg,142.096,404,7.2,0,0,108,Released,FALSE,/Abv3ZtGV2NXxPimArb3LDLg2bDH.jpg,"Action, Animation, Comedy, Horror, Mystery, Thriller",23616,Naruto Collection
1998-10-16,/mAGviFp1ufYM3EaZBSrjPiKPBt6.jpg,139.831,1495,6,25000000,50671850,89,Released,FALSE,/9gDzYmuy4Gait4GgeGiKdh68XvF.jpg,"Comedy, Horror",10455,Child's Play Collection
2012-10-23,/rbqT3aUm4nMiBhpquxWnxGZRDjW.jpg,138.633,1,2,0,0,0,Released,FALSE,NA,Horror,NA,NA
2009-10-20,/84s4LMWuGbm4xPWW5PSbHyQhh33.jpg,138.012,904,5.6,3000000,0,91,Released,FALSE,/jncviKGvFlxdeh6vYWe9g4LmG3j.jpg,"Horror, Thriller",52985,Wrong Turn Collection
2021-07-29,/yDCIUtqZDc9JCKuxRGiqwMuDjUE.jpg,137.971,27,4.5,0,0,90,Released,FALSE,/oHBvyYLhYQqMIvMVD09wLAAl0LG.jpg,"Drama, Horror",NA,NA
2016-06-08,/zEqyD0SBt6HL7W9JQoWwtd5Do1T.jpg,137.18,7061,7.3,40000000,320392818,134,Released,FALSE,/4mfFtlGeInPrQVm1hpv7th02yjx.jpg,"Horror, Thriller",313086,The Conjuring Collection
2013-06-20,/1SWBSYJsnyhdNRfLI1T6RsCxAQ4.jpg,131.399,13440,6.8,200000000,531865000,116,Released,FALSE,/zxpEFyKDxaU8kjMB3vWao7B5V2p.jpg,"Action, Drama, Horror, Science Fiction, Thriller",NA,NA
2018-09-05,/sFC1ElvoKGdHJIWRpNB3xWJ9lJA.jpg,131.032,5393,5.8,22000000,365550119,96,Released,FALSE,/fgsHxz21B27hOOqQBiw9L6yWcM7.jpg,"Horror, Mystery, Thriller",968052,The Nun Collection
2021-07-25,/xDUsJtuTuwmBeQPAiYqLD490sSF.jpg,128.64,12,6.4,0,0,10,Released,FALSE,/iSzNj1WBYQ8RUBHJJL7AO9QwDnF.jpg,"Documentary, Horror",NA,NA
2021-07-23,/5P7QwmoYl70tsRZ8e0VnI9RI1MF.jpg,127.062,266,5.4,0,0,71,Released,FALSE,/Aqp47Dbz8f1wnVU1qKvFFXQFROr.jpg,"Horror, Thriller",NA,NA
2014-04-17,/oV7M00fPXy5P0nbdeMbSUjYv0vx.jpg,125.807,1126,6,4000000,25343661,87,Released,FALSE,/6gycezbvc8iHSune1Evq79dcYIY.jpg,"Comedy, Horror",251937,A Haunted House Collection
2011-10-17,/r1JNXwJkKO696NlGTyqkw96yoT9.jpg,125.455,857,5.7,3000000,0,93,Released,FALSE,/8rLQnFUh8R3glHBRuZ2j0dXJX9o.jpg,"Horror, Thriller",52985,Wrong Turn Collection
2007-08-25,/nptL3mMWNNssU78Lcfb3LaXQEqu.jpg,123.581,1084,6,4000000,0,96,Released,FALSE,/o2SeAw8ARPB1D8oudCRJcxW3w60.jpg,"Horror, Thriller",52985,Wrong Turn Collection
2022-09-22,/tshEIrdYNHQYubiiRz8mRZR6KQA.jpg,122.085,4,3.3,0,0,0,Released,FALSE,/xOcwcyLM2lqXCrZG8AIHC8DXElF.jpg,Horror,NA,NA
2005-06-07,/jY94G1fgaHkejIQW22XMoGE5mkA.jpg,119.795,7,6.3,0,0,3,Released,FALSE,NA,"Comedy, Horror",NA,NA
2005-02-08,/vPYgvd2MwHlxTamAOjwVQp4qs1W.jpg,119.677,5863,7,100000000,230884728,121,Released,FALSE,/tIG8FwHRiHLOlWJdizp2oxdkSL2.jpg,"Action, Fantasy, Horror",1025281,Constantine Collection
2021-10-28,/cMch3tiexw3FdOEeZxMWVel61Xg.jpg,119.584,782,6.3,0,18312201,99,Released,FALSE,/9fzNf2QcsHVvdx5g5QUOgAWpADw.jpg,"Drama, Horror, Mystery",NA,NA
2021-01-26,/4U1SBHmwHkNA0eHZ2n1CuiC1K1g.jpg,119.017,804,6,0,3777969,110,Released,FALSE,/6XVqVAMOsKL5C26pHesiAawuGYW.jpg,"Horror, Thriller",NA,NA
2015-09-15,/oiNc4aTeaUMVNkxL0UWnezmKJgM.jpg,117.32,712,6.8,0,0,83,Released,FALSE,/6yIdUIeAXfqUzH93CGDWHsj44AG.jpg,"Horror, Thriller",NA,NA
2018-08-09,/xqECHNvzbDL5I3iiOVUkVPJMSbc.jpg,116.512,6068,6.2,150000000,530243742,113,Released,FALSE,/ibKeXahq4JD63z6uWQphqoJLvNw.jpg,"Action, Horror, Science Fiction",742536,The Meg Collection
2017-10-23,/r5JUiMYfatwYeDkxkLWYUx5GIjY.jpg,116.318,959,5.8,6500000,2200000,91,Released,FALSE,/2sHD7FUlgyy1TBAxPtzLF4yDb2D.jpg,"Horror, Thriller",10455,Child's Play Collection
2019-10-10,/q1epO0eO8DWu8Vo8tPfvVlzW48T.jpg,116.021,1851,6.6,40000000,203044905,86,Released,FALSE,/uCAy0n0WHTGU4d3LMJtE0fQxCej.jpg,"Animation, Comedy, Family, Fantasy, Horror",750822,The Addams Family (Animated) Collection
2021-06-30,/5xhAPxRr64oQPEFnUOrttuI4ZEU.jpg,115.268,717,6.3,0,0,81,Released,FALSE,/yL9RRZbDVbptqLwiZcK304ck4PL.jpg,Horror,NA,NA
2012-10-23,/i9prGtsGbWzaH30bp8TXPEs6QGm.jpg,112.707,750,5.4,3000000,0,91,Released,FALSE,/1dFKtwFarEj47JRJHe9dPpMLyQF.jpg,"Horror, Thriller",52985,Wrong Turn Collection
2021-05-26,/2OTIAx8AmwGCaXmq5ohQCyPUjdC.jpg,112.295,284,6,0,700000,91,Released,FALSE,/qOnLuCJDFhRzbWzhpA4aoK75vfY.jpg,"Drama, Horror, Science Fiction, Thriller",NA,NA
2021-06-28,/9J9Wy39ZjrVmfk7yMkulpcI5sy0.jpg,111.397,1708,6.8,0,0,107,Released,FALSE,/5C8bfwglg91uZhc2fbfpSjNGamV.jpg,"Fantasy, Horror, Mystery",790370,Fear Street Collection
2021-07-29,/pUK9duiCK1PKqWA5rRQ4XBMHITH.jpg,110.83,153,4.9,0,0,104,Released,FALSE,/tFBVXnqmsmoSFR3rbltTfdGIMgV.jpg,"Drama, Horror, Science Fiction",NA,NA
2010-01-21,/ykocDqwg5PRUopnBVb1x1DWnEJF.jpg,110.404,2190,5.8,26000000,67918658,100,Released,FALSE,/jGyIsNQBQ17G92ZxuTErrMl6W1e.jpg,"Action, Fantasy, Horror",NA,NA
2022-10-06,/wRKHUqYGrp3PO91mZVQ18xlwYzW.jpg,109.994,1,8,0,0,138,Released,FALSE,/y5Z0WesTjvn59jP6yo459eUsbli.jpg,"Horror, Thriller",727761,Terrifier Collection
1978-10-24,/qVpCaBcnjRzGL3nOPHi6Suy0sB6.jpg,109.29,4421,7.6,325000,70274000,91,Released,FALSE,/aRka9neADW1M0Zf9lF8kW2jEgXe.jpg,"Horror, Thriller",91361,Halloween Collection
1988-11-09,/7jrOhGtRh6YK7sMfvH1E1f36aVx.jpg,108.342,2335,6.6,9000000,44196684,87,Released,FALSE,/fCsi39CuitAmLSUvUy1EWmKETNx.jpg,Horror,10455,Child's Play Collection
2013-01-11,/skQt53YE2iyOftXj5afJkHmYxLW.jpg,108.186,1499,5.8,2500000,60141683,86,Released,FALSE,/akKBMXHEesqfuoYFt7LaRptFAO0.jpg,"Comedy, Horror",251937,A Haunted House Collection
2018-07-04,/litjsBoiydO6JlO70uOX4N3WnNL.jpg,108.11,3413,6,13000000,137056262,97,Released,FALSE,/1hJbE72WiRuWH11QPNiHsvt29xA.jpg,"Action, Horror, Thriller",256322,The Purge Collection
2017-09-06,/9E2y5Q7WlCVNEhP5GiVTjhEhx1o.jpg,106.786,16900,7.2,35000000,701842551,135,Released,FALSE,/tcheoA2nPATCm2vvXw2hVQoaEFD.jpg,"Fantasy, Horror",477962,It Collection
2016-11-16,/7tSavV62A1uXTiWb8VuOjRwcAij.jpg,106.579,0,0,0,0,15,Released,FALSE,NA,Horror,NA,NA
2014-08-25,/sjw5d110lXV4tWgqKG1hGOphchT.jpg,106.016,285,5.7,0,1169603,88,Released,FALSE,/bLI7uIY9Y1vDkx1Bt6Crn2NJELL.jpg,"Horror, Thriller",NA,NA
2021-07-08,/5dNTxhoGDTHHGqUTdxcr4H1dqlU.jpg,105.156,1406,7.3,0,0,110,Released,FALSE,/ty07O9dxVktYaQD1SLdKS20mr79.jpg,"Fantasy, Horror, Mystery",790370,Fear Street Collection
2021-04-30,/lHbSC2Np17CRsRXIbaE0YY1Hora.jpg,104.611,161,5.8,0,0,107,Released,FALSE,/n9Z0uiorAvtZp0CmNRFlw78jw1E.jpg,"Drama, Horror",NA,NA
2022-08-04,/wmh1likQEetSLIUs5MAvfWjEayY.jpg,104.32,8,6,0,0,90,Released,FALSE,/ugZbX5lKx4L9ONEu0WTNbR96J0t.jpg,"Horror, Thriller",NA,NA
2021-09-14,/uIdMpWrQ30SHPINsy7LcPFloyvO.jpg,103.618,318,8.1,0,0,72,Released,FALSE,/26LIw3oKGPUEGUpb8AXZ64dZZt8.jpg,"Animation, Comedy, Family, Fantasy, Horror, Mystery",1031768,Scooby-Doo! Collection
2022-08-17,/eQiHo5Lyt6LY2iRldK4g4pm5Tnb.jpg,103.393,2,4,0,0,7,Released,FALSE,/reIjNkkkVFajpsr6EEVkJq6K8je.jpg,Horror,NA,NA
2012-06-20,/5dTZylzoBV9qsrub9vYLAZrNkX3.jpg,103,2855,5.7,69000000,116471580,94,Released,FALSE,/yUrJTqCUKvfu0FWXm4xFJyZwGMG.jpg,"Action, Fantasy, Horror",NA,NA
2022-09-08,/d0Lhdp9AX70vdvVfhnSraaWw06R.jpg,102.826,61,7.2,10500000,30000000,103,Released,FALSE,/3tmpWdxKgc2BvOkqBaGCWloNqh5.jpg,"Horror, Mystery, Thriller",NA,NA
2004-11-11,/vd9K93gQ9whMKjXzADZanxWpIXM.jpg,102.731,1252,5.4,12000000,24829644,87,Released,FALSE,/joTtQICm7vrGrVitC1bobgBmxUh.jpg,"Comedy, Horror",10455,Child's Play Collection
2006-04-13,/jX6b1GmRk4daeFH2Lu6UIu8aW4I.jpg,102.665,4,6.8,0,0,100,Released,FALSE,NA,"Drama, Horror",NA,NA
1973-12-26,/4ucLGcXVVSVnsfkGtbLY4XAius8.jpg,101.991,6535,7.7,11000000,441306145,122,Released,FALSE,/xcjJ5khg2yzOa282mza39Lbrm7j.jpg,Horror,12263,The Exorcist Collection
2020-12-04,/h7dZpJDORYs5c56dydbrLFkEXpE.jpg,101.167,599,6.5,0,26745,57,Released,FALSE,/buop8brXQ8gGiOPrVTxZZUqE8Oa.jpg,"Horror, Mystery, Thriller",NA,NA
2021-05-14,/z8CExJekGrEThbpMXAmCFvvgoJR.jpg,99.777,3233,6.3,0,780000,148,Released,FALSE,/c0izdYdnTe4uMRifHgvTA85wPz0.jpg,"Action, Crime, Horror, Thriller",809185,Army of the Dead Collection
